time,age_group,InfectionStatus.Susceptible,InfectionStatus.Exposed,InfectionStatus.InfectASympt,InfectionStatus.InfectMild,InfectionStatus.InfectGP,InfectionStatus.InfectHosp,InfectionStatus.InfectICU,InfectionStatus.InfectICURecov,InfectionStatus.Recovered,InfectionStatus.Dead
31.0,2,0,0,0,0,0,0,0,0,15,0
31.0,3,0,0,1,0,0,0,0,0,21,0
31.0,4,0,0,1,0,0,0,0,0,27,0
31.0,5,0,0,1,0,0,0,0,0,31,0
31.0,6,0,0,1,0,0,0,0,0,35,0
31.0,7,0,0,1,0,0,0,0,0,38,0
31.0,8,0,0,2,0,0,0,0,0,47,0
31.0,9,0,0,2,0,0,0,0,0,55,0
31.0,10,0,0,2,0,0,0,0,0,64,0
31.0,11,0,0,2,0,0,0,0,0,66,0
31.0,12,0,0,3,0,0,0,0,0,76,0
31.0,13,0,0,4,0,0,0,1,0,82,0
31.0,14,0,0,4,0,0,0,1,0,84,0
31.0,15,0,0,4,0,0,0,1,0,86,0
31.0,16,0,0,4,0,0,0,1,0,88,0
31.0,17,0,0,4,0,0,0,1,0,95,0
32.0,1,0,0,0,0,0,0,0,0,5,0
32.0,2,0,0,0,0,0,0,0,0,15,0
32.0,3,0,0,1,0,0,0,0,0,21,0
32.0,4,0,0,1,0,0,0,0,0,27,0
32.0,5,0,0,1,0,0,0,0,0,31,0
32.0,6,0,0,1,0,0,0,0,0,35,0
32.0,7,0,0,1,0,0,0,0,0,38,0
32.0,8,0,0,2,0,0,0,0,0,47,0
32.0,9,0,0,2,0,0,0,0,0,55,0
32.0,10,0,0,2,0,0,0,0,0,64,0
32.0,11,0,0,2,0,0,0,0,0,66,0
32.0,12,0,0,3,0,0,0,0,0,76,0
32.0,13,0,0,3,0,0,0,0,0,83,1
32.0,14,0,0,3,0,0,0,0,0,85,1
32.0,15,0,0,3,0,0,0,0,0,87,1
32.0,16,0,0,3,0,0,0,0,0,89,1
32.0,17,0,0,3,0,0,0,0,0,96,1
33.0,1,0,0,0,0,0,0,0,0,5,0
33.0,2,0,0,0,0,0,0,0,0,15,0
33.0,3,0,0,1,0,0,0,0,0,21,0
33.0,4,0,0,1,0,0,0,0,0,27,0
33.0,5,0,0,1,0,0,0,0,0,31,0
33.0,6,0,0,1,0,0,0,0,0,35,0
33.0,7,0,0,1,0,0,0,0,0,38,0
33.0,8,0,0,2,0,0,0,0,0,47,0
33.0,9,0,0,2,0,0,0,0,0,55,0
33.0,10,0,0,2,0,0,0,0,0,64,0
33.0,11,0,0,2,0,0,0,0,0,66,0
33.0,12,0,0,3,0,0,0,0,0,76,0
33.0,13,0,0,3,0,0,0,0,0,83,1
33.0,14,0,0,3,0,0,0,0,0,85,1
33.0,15,0,0,3,0,0,0,0,0,87,1
33.0,16,0,0,3,0,0,0,0,0,89,1
33.0,17,0,0,3,0,0,0,0,0,96,1
34.0,1,0,0,0,0,0,0,0,0,5,0
34.0,2,0,0,0,0,0,0,0,0,15,0
34.0,3,0,0,1,0,0,0,0,0,21,0
34.0,4,0,0,1,0,0,0,0,0,27,0
34.0,5,0,0,1,0,0,0,0,0,31,0
34.0,6,0,0,1,0,0,0,0,0,35,0
34.0,7,0,0,1,0,0,0,0,0,38,0
34.0,8,0,0,2,0,0,0,0,0,47,0
34.0,9,0,0,2,0,0,0,0,0,55,0
34.0,10,0,0,2,0,0,0,0,0,64,0
34.0,11,0,0,2,0,0,0,0,0,66,0
34.0,12,0,0,3,0,0,0,0,0,76,0
34.0,13,0,0,3,0,0,0,0,0,83,1
34.0,14,0,0,3,0,0,0,0,0,85,1
34.0,15,0,0,3,0,0,0,0,0,87,1
34.0,16,0,0,3,0,0,0,0,0,89,1
34.0,17,0,0,3,0,0,0,0,0,96,1
35.0,1,0,0,0,0,0,0,0,0,5,0
35.0,2,0,0,0,0,0,0,0,0,15,0
35.0,3,0,0,1,0,0,0,0,0,21,0
35.0,4,0,0,1,0,0,0,0,0,27,0
35.0,5,0,0,1,0,0,0,0,0,31,0
35.0,6,0,0,1,0,0,0,0,0,35,0
35.0,7,0,0,1,0,0,0,0,0,38,0
35.0,8,0,0,2,0,0,0,0,0,47,0
35.0,9,0,0,2,0,0,0,0,0,55,0
35.0,10,0,0,2,0,0,0,0,0,64,0
35.0,11,0,0,2,0,0,0,0,0,66,0
35.0,12,0,0,3,0,0,0,0,0,76,0
35.0,13,0,0,3,0,0,0,0,0,83,1
35.0,14,0,0,3,0,0,0,0,0,85,1
35.0,15,0,0,3,0,0,0,0,0,87,1
35.0,16,0,0,3,0,0,0,0,0,89,1
35.0,17,0,0,3,0,0,0,0,0,96,1
36.0,1,0,0,0,0,0,0,0,0,5,0
36.0,2,0,0,0,0,0,0,0,0,15,0
36.0,3,0,0,0,0,0,0,0,0,22,0
36.0,4,0,0,0,0,0,0,0,0,28,0
36.0,5,0,0,0,0,0,0,0,0,32,0
36.0,6,0,0,0,0,0,0,0,0,36,0
36.0,7,0,0,0,0,0,0,0,0,39,0
36.0,8,0,0,1,0,0,0,0,0,48,0
36.0,9,0,0,1,0,0,0,0,0,56,0
36.0,10,0,0,1,0,0,0,0,0,65,0
36.0,11,0,0,1,0,0,0,0,0,67,0
36.0,12,0,0,2,0,0,0,0,0,77,0
36.0,13,0,0,2,0,0,0,0,0,84,1
36.0,14,0,0,2,0,0,0,0,0,86,1
36.0,15,0,0,2,0,0,0,0,0,88,1
36.0,16,0,0,2,0,0,0,0,0,90,1
36.0,17,0,0,2,0,0,0,0,0,97,1
37.0,1,0,0,0,0,0,0,0,0,5,0
37.0,2,0,0,0,0,0,0,0,0,15,0
37.0,3,0,0,0,0,0,0,0,0,22,0
37.0,4,0,0,0,0,0,0,0,0,28,0
37.0,5,0,0,0,0,0,0,0,0,32,0
37.0,6,0,0,0,0,0,0,0,0,36,0
37.0,7,0,0,0,0,0,0,0,0,39,0
37.0,8,0,0,0,0,0,0,0,0,49,0
37.0,9,0,0,0,0,0,0,0,0,57,0
37.0,10,0,0,0,0,0,0,0,0,66,0
37.0,11,0,0,0,0,0,0,0,0,68,0
37.0,12,0,0,1,0,0,0,0,0,78,0
37.0,13,0,0,1,0,0,0,0,0,85,1
37.0,14,0,0,1,0,0,0,0,0,87,1
37.0,15,0,0,1,0,0,0,0,0,89,1
37.0,16,0,0,1,0,0,0,0,0,91,1
37.0,17,0,0,1,0,0,0,0,0,98,1
38.0,1,0,0,0,0,0,0,0,0,5,0
38.0,2,0,0,0,0,0,0,0,0,15,0
38.0,3,0,0,0,0,0,0,0,0,22,0
38.0,4,0,0,0,0,0,0,0,0,28,0
38.0,5,0,0,0,0,0,0,0,0,32,0
38.0,6,0,0,0,0,0,0,0,0,36,0
38.0,7,0,0,0,0,0,0,0,0,39,0
38.0,8,0,0,0,0,0,0,0,0,49,0
38.0,9,0,0,0,0,0,0,0,0,57,0
38.0,10,0,0,0,0,0,0,0,0,66,0
38.0,11,0,0,0,0,0,0,0,0,68,0
38.0,12,0,0,1,0,0,0,0,0,78,0
38.0,13,0,0,1,0,0,0,0,0,85,1
38.0,14,0,0,1,0,0,0,0,0,87,1
38.0,15,0,0,1,0,0,0,0,0,89,1
38.0,16,0,0,1,0,0,0,0,0,91,1
38.0,17,0,0,1,0,0,0,0,0,98,1
39.0,1,0,0,0,0,0,0,0,0,5,0
39.0,2,0,0,0,0,0,0,0,0,15,0
39.0,3,0,0,0,0,0,0,0,0,22,0
39.0,4,0,0,0,0,0,0,0,0,28,0
39.0,5,0,0,0,0,0,0,0,0,32,0
39.0,6,0,0,0,0,0,0,0,0,36,0
39.0,7,0,0,0,0,0,0,0,0,39,0
39.0,8,0,0,0,0,0,0,0,0,49,0
39.0,9,0,0,0,0,0,0,0,0,57,0
39.0,10,0,0,0,0,0,0,0,0,66,0
39.0,11,0,0,0,0,0,0,0,0,68,0
39.0,12,0,0,1,0,0,0,0,0,78,0
39.0,13,0,0,1,0,0,0,0,0,85,1
39.0,14,0,0,1,0,0,0,0,0,87,1
39.0,15,0,0,1,0,0,0,0,0,89,1
39.0,16,0,0,1,0,0,0,0,0,91,1
39.0,17,0,0,1,0,0,0,0,0,98,1
40.0,1,0,0,0,0,0,0,0,0,5,0
40.0,2,0,0,0,0,0,0,0,0,15,0
40.0,3,0,0,0,0,0,0,0,0,22,0
40.0,4,0,0,0,0,0,0,0,0,28,0
40.0,5,0,0,0,0,0,0,0,0,32,0
40.0,6,0,0,0,0,0,0,0,0,36,0
40.0,7,0,0,0,0,0,0,0,0,39,0
40.0,8,0,0,0,0,0,0,0,0,49,0
40.0,9,0,0,0,0,0,0,0,0,57,0
40.0,10,0,0,0,0,0,0,0,0,66,0
40.0,11,0,0,0,0,0,0,0,0,68,0
40.0,12,0,0,1,0,0,0,0,0,78,0
40.0,13,0,0,1,0,0,0,0,0,85,1
40.0,14,0,0,1,0,0,0,0,0,87,1
40.0,15,0,0,1,0,0,0,0,0,89,1
40.0,16,0,0,1,0,0,0,0,0,91,1
40.0,17,0,0,1,0,0,0,0,0,98,1
41.0,1,0,0,0,0,0,0,0,0,5,0
41.0,2,0,0,0,0,0,0,0,0,15,0
41.0,3,0,0,0,0,0,0,0,0,22,0
41.0,4,0,0,0,0,0,0,0,0,28,0
41.0,5,0,0,0,0,0,0,0,0,32,0
41.0,6,0,0,0,0,0,0,0,0,36,0
41.0,7,0,0,0,0,0,0,0,0,39,0
41.0,8,0,0,0,0,0,0,0,0,49,0
41.0,9,0,0,0,0,0,0,0,0,57,0
41.0,10,0,0,0,0,0,0,0,0,66,0
41.0,11,0,0,0,0,0,0,0,0,68,0
41.0,12,0,0,1,0,0,0,0,0,78,0
41.0,13,0,0,1,0,0,0,0,0,85,1
41.0,14,0,0,1,0,0,0,0,0,87,1
41.0,15,0,0,1,0,0,0,0,0,89,1
41.0,16,0,0,1,0,0,0,0,0,91,1
41.0,17,0,0,1,0,0,0,0,0,98,1
42.0,1,0,0,0,0,0,0,0,0,5,0
42.0,2,0,0,0,0,0,0,0,0,15,0
42.0,3,0,0,0,0,0,0,0,0,22,0
42.0,4,0,0,0,0,0,0,0,0,28,0
42.0,5,0,0,0,0,0,0,0,0,32,0
42.0,6,0,0,0,0,0,0,0,0,36,0
42.0,7,0,0,0,0,0,0,0,0,39,0
42.0,8,0,0,0,0,0,0,0,0,49,0
42.0,9,0,0,0,0,0,0,0,0,57,0
42.0,10,0,0,0,0,0,0,0,0,66,0
42.0,11,0,0,0,0,0,0,0,0,68,0
42.0,12,0,0,1,0,0,0,0,0,78,0
42.0,13,0,0,1,0,0,0,0,0,85,1
42.0,14,0,0,1,0,0,0,0,0,87,1
42.0,15,0,0,1,0,0,0,0,0,89,1
42.0,16,0,0,1,0,0,0,0,0,91,1
42.0,17,0,0,1,0,0,0,0,0,98,1
43.0,1,0,0,0,0,0,0,0,0,5,0
43.0,2,0,0,0,0,0,0,0,0,15,0
43.0,3,0,0,0,0,0,0,0,0,22,0
43.0,4,0,0,0,0,0,0,0,0,28,0
43.0,5,0,0,0,0,0,0,0,0,32,0
43.0,6,0,0,0,0,0,0,0,0,36,0
43.0,7,0,0,0,0,0,0,0,0,39,0
43.0,8,0,0,0,0,0,0,0,0,49,0
43.0,9,0,0,0,0,0,0,0,0,57,0
43.0,10,0,0,0,0,0,0,0,0,66,0
43.0,11,0,0,0,0,0,0,0,0,68,0
43.0,12,0,0,1,0,0,0,0,0,78,0
43.0,13,0,0,1,0,0,0,0,0,85,1
43.0,14,0,0,1,0,0,0,0,0,87,1
43.0,15,0,0,1,0,0,0,0,0,89,1
43.0,16,0,0,1,0,0,0,0,0,91,1
43.0,17,0,0,1,0,0,0,0,0,98,1
44.0,1,0,0,0,0,0,0,0,0,5,0
44.0,2,0,0,0,0,0,0,0,0,15,0
44.0,3,0,0,0,0,0,0,0,0,22,0
44.0,4,0,0,0,0,0,0,0,0,28,0
44.0,5,0,0,0,0,0,0,0,0,32,0
44.0,6,0,0,0,0,0,0,0,0,36,0
44.0,7,0,0,0,0,0,0,0,0,39,0
44.0,8,0,0,0,0,0,0,0,0,49,0
44.0,9,0,0,0,0,0,0,0,0,57,0
44.0,10,0,0,0,0,0,0,0,0,66,0
44.0,11,0,0,0,0,0,0,0,0,68,0
44.0,12,0,0,0,0,0,0,0,0,79,0
44.0,13,0,0,0,0,0,0,0,0,86,1
44.0,14,0,0,0,0,0,0,0,0,88,1
44.0,15,0,0,0,0,0,0,0,0,90,1
44.0,16,0,0,0,0,0,0,0,0,92,1
44.0,17,0,0,0,0,0,0,0,0,99,1
45.0,1,0,0,0,0,0,0,0,0,5,0
45.0,2,0,0,0,0,0,0,0,0,15,0
45.0,3,0,0,0,0,0,0,0,0,22,0
45.0,4,0,0,0,0,0,0,0,0,28,0
45.0,5,0,0,0,0,0,0,0,0,32,0
45.0,6,0,0,0,0,0,0,0,0,36,0
45.0,7,0,0,0,0,0,0,0,0,39,0
45.0,8,0,0,0,0,0,0,0,0,49,0
45.0,9,0,0,0,0,0,0,0,0,57,0
45.0,10,0,0,0,0,0,0,0,0,66,0
45.0,11,0,0,0,0,0,0,0,0,68,0
45.0,12,0,0,0,0,0,0,0,0,79,0
45.0,13,0,0,0,0,0,0,0,0,86,1
45.0,14,0,0,0,0,0,0,0,0,88,1
45.0,15,0,0,0,0,0,0,0,0,90,1
45.0,16,0,0,0,0,0,0,0,0,92,1
45.0,17,0,0,0,0,0,0,0,0,99,1
46.0,1,0,0,0,0,0,0,0,0,5,0
46.0,2,0,0,0,0,0,0,0,0,15,0
46.0,3,0,0,0,0,0,0,0,0,22,0
46.0,4,0,0,0,0,0,0,0,0,28,0
46.0,5,0,0,0,0,0,0,0,0,32,0
46.0,6,0,0,0,0,0,0,0,0,36,0
46.0,7,0,0,0,0,0,0,0,0,39,0
46.0,8,0,0,0,0,0,0,0,0,49,0
46.0,9,0,0,0,0,0,0,0,0,57,0
46.0,10,0,0,0,0,0,0,0,0,66,0
46.0,11,0,0,0,0,0,0,0,0,68,0
46.0,12,0,0,0,0,0,0,0,0,79,0
46.0,13,0,0,0,0,0,0,0,0,86,1
46.0,14,0,0,0,0,0,0,0,0,88,1
46.0,15,0,0,0,0,0,0,0,0,90,1
46.0,16,0,0,0,0,0,0,0,0,92,1
46.0,17,0,0,0,0,0,0,0,0,99,1
47.0,1,0,0,0,0,0,0,0,0,5,0
47.0,2,0,0,0,0,0,0,0,0,15,0
47.0,3,0,0,0,0,0,0,0,0,22,0
47.0,4,0,0,0,0,0,0,0,0,28,0
47.0,5,0,0,0,0,0,0,0,0,32,0
47.0,6,0,0,0,0,0,0,0,0,36,0
47.0,7,0,0,0,0,0,0,0,0,39,0
47.0,8,0,0,0,0,0,0,0,0,49,0
47.0,9,0,0,0,0,0,0,0,0,57,0
47.0,10,0,0,0,0,0,0,0,0,66,0
47.0,11,0,0,0,0,0,0,0,0,68,0
47.0,12,0,0,0,0,0,0,0,0,79,0
47.0,13,0,0,0,0,0,0,0,0,86,1
47.0,14,0,0,0,0,0,0,0,0,88,1
47.0,15,0,0,0,0,0,0,0,0,90,1
47.0,16,0,0,0,0,0,0,0,0,92,1
47.0,17,0,0,0,0,0,0,0,0,99,1
48.0,1,0,0,0,0,0,0,0,0,5,0
48.0,2,0,0,0,0,0,0,0,0,15,0
48.0,3,0,0,0,0,0,0,0,0,22,0
48.0,4,0,0,0,0,0,0,0,0,28,0
48.0,5,0,0,0,0,0,0,0,0,32,0
48.0,6,0,0,0,0,0,0,0,0,36,0
48.0,7,0,0,0,0,0,0,0,0,39,0
48.0,8,0,0,0,0,0,0,0,0,49,0
48.0,9,0,0,0,0,0,0,0,0,57,0
48.0,10,0,0,0,0,0,0,0,0,66,0
48.0,11,0,0,0,0,0,0,0,0,68,0
48.0,12,0,0,0,0,0,0,0,0,79,0
48.0,13,0,0,0,0,0,0,0,0,86,1
48.0,14,0,0,0,0,0,0,0,0,88,1
48.0,15,0,0,0,0,0,0,0,0,90,1
48.0,16,0,0,0,0,0,0,0,0,92,1
48.0,17,0,0,0,0,0,0,0,0,99,1
49.0,1,0,0,0,0,0,0,0,0,5,0
49.0,2,0,0,0,0,0,0,0,0,15,0
49.0,3,0,0,0,0,0,0,0,0,22,0
49.0,4,0,0,0,0,0,0,0,0,28,0
49.0,5,0,0,0,0,0,0,0,0,32,0
49.0,6,0,0,0,0,0,0,0,0,36,0
49.0,7,0,0,0,0,0,0,0,0,39,0
49.0,8,0,0,0,0,0,0,0,0,49,0
49.0,9,0,0,0,0,0,0,0,0,57,0
49.0,10,0,0,0,0,0,0,0,0,66,0
49.0,11,0,0,0,0,0,0,0,0,68,0
49.0,12,0,0,0,0,0,0,0,0,79,0
49.0,13,0,0,0,0,0,0,0,0,86,1
49.0,14,0,0,0,0,0,0,0,0,88,1
49.0,15,0,0,0,0,0,0,0,0,90,1
49.0,16,0,0,0,0,0,0,0,0,92,1
49.0,17,0,0,0,0,0,0,0,0,99,1
50.0,1,0,0,0,0,0,0,0,0,5,0
50.0,2,0,0,0,0,0,0,0,0,15,0
50.0,3,0,0,0,0,0,0,0,0,22,0
50.0,4,0,0,0,0,0,0,0,0,28,0
50.0,5,0,0,0,0,0,0,0,0,32,0
50.0,6,0,0,0,0,0,0,0,0,36,0
50.0,7,0,0,0,0,0,0,0,0,39,0
50.0,8,0,0,0,0,0,0,0,0,49,0
50.0,9,0,0,0,0,0,0,0,0,57,0
50.0,10,0,0,0,0,0,0,0,0,66,0
50.0,11,0,0,0,0,0,0,0,0,68,0
50.0,12,0,0,0,0,0,0,0,0,79,0
50.0,13,0,0,0,0,0,0,0,0,86,1
50.0,14,0,0,0,0,0,0,0,0,88,1
50.0,15,0,0,0,0,0,0,0,0,90,1
50.0,16,0,0,0,0,0,0,0,0,92,1
50.0,17,0,0,0,0,0,0,0,0,99,1
51.0,1,0,0,0,0,0,0,0,0,5,0
51.0,2,0,0,0,0,0,0,0,0,15,0
51.0,3,0,0,0,0,0,0,0,0,22,0
51.0,4,0,0,0,0,0,0,0,0,28,0
51.0,5,0,0,0,0,0,0,0,0,32,0
51.0,6,0,0,0,0,0,0,0,0,36,0
51.0,7,0,0,0,0,0,0,0,0,39,0
51.0,8,0,0,0,0,0,0,0,0,49,0
51.0,9,0,0,0,0,0,0,0,0,57,0
51.0,10,0,0,0,0,0,0,0,0,66,0
51.0,11,0,0,0,0,0,0,0,0,68,0
51.0,12,0,0,0,0,0,0,0,0,79,0
51.0,13,0,0,0,0,0,0,0,0,86,1
51.0,14,0,0,0,0,0,0,0,0,88,1
51.0,15,0,0,0,0,0,0,0,0,90,1
51.0,16,0,0,0,0,0,0,0,0,92,1
51.0,17,0,0,0,0,0,0,0,0,99,1
52.0,1,0,0,0,0,0,0,0,0,5,0
52.0,2,0,0,0,0,0,0,0,0,15,0
52.0,3,0,0,0,0,0,0,0,0,22,0
52.0,4,0,0,0,0,0,0,0,0,28,0
52.0,5,0,0,0,0,0,0,0,0,32,0
52.0,6,0,0,0,0,0,0,0,0,36,0
52.0,7,0,0,0,0,0,0,0,0,39,0
52.0,8,0,0,0,0,0,0,0,0,49,0
52.0,9,0,0,0,0,0,0,0,0,57,0
52.0,10,0,0,0,0,0,0,0,0,66,0
52.0,11,0,0,0,0,0,0,0,0,68,0
52.0,12,0,0,0,0,0,0,0,0,79,0
52.0,13,0,0,0,0,0,0,0,0,86,1
52.0,14,0,0,0,0,0,0,0,0,88,1
52.0,15,0,0,0,0,0,0,0,0,90,1
52.0,16,0,0,0,0,0,0,0,0,92,1
52.0,17,0,0,0,0,0,0,0,0,99,1
53.0,1,0,0,0,0,0,0,0,0,5,0
53.0,2,0,0,0,0,0,0,0,0,15,0
53.0,3,0,0,0,0,0,0,0,0,22,0
53.0,4,0,0,0,0,0,0,0,0,28,0
53.0,5,0,0,0,0,0,0,0,0,32,0
53.0,6,0,0,0,0,0,0,0,0,36,0
53.0,7,0,0,0,0,0,0,0,0,39,0
53.0,8,0,0,0,0,0,0,0,0,49,0
53.0,9,0,0,0,0,0,0,0,0,57,0
53.0,10,0,0,0,0,0,0,0,0,66,0
53.0,11,0,0,0,0,0,0,0,0,68,0
53.0,12,0,0,0,0,0,0,0,0,79,0
53.0,13,0,0,0,0,0,0,0,0,86,1
53.0,14,0,0,0,0,0,0,0,0,88,1
53.0,15,0,0,0,0,0,0,0,0,90,1
53.0,16,0,0,0,0,0,0,0,0,92,1
53.0,17,0,0,0,0,0,0,0,0,99,1
54.0,1,0,0,0,0,0,0,0,0,5,0
54.0,2,0,0,0,0,0,0,0,0,15,0
54.0,3,0,0,0,0,0,0,0,0,22,0
54.0,4,0,0,0,0,0,0,0,0,28,0
54.0,5,0,0,0,0,0,0,0,0,32,0
54.0,6,0,0,0,0,0,0,0,0,36,0
54.0,7,0,0,0,0,0,0,0,0,39,0
54.0,8,0,0,0,0,0,0,0,0,49,0
54.0,9,0,0,0,0,0,0,0,0,57,0
54.0,10,0,0,0,0,0,0,0,0,66,0
54.0,11,0,0,0,0,0,0,0,0,68,0
54.0,12,0,0,0,0,0,0,0,0,79,0
54.0,13,0,0,0,0,0,0,0,0,86,1
54.0,14,0,0,0,0,0,0,0,0,88,1
54.0,15,0,0,0,0,0,0,0,0,90,1
54.0,16,0,0,0,0,0,0,0,0,92,1
54.0,17,0,0,0,0,0,0,0,0,99,1
55.0,1,0,0,0,0,0,0,0,0,5,0
55.0,2,0,0,0,0,0,0,0,0,15,0
55.0,3,0,0,0,0,0,0,0,0,22,0
55.0,4,0,0,0,0,0,0,0,0,28,0
55.0,5,0,0,0,0,0,0,0,0,32,0
55.0,6,0,0,0,0,0,0,0,0,36,0
55.0,7,0,0,0,0,0,0,0,0,39,0
55.0,8,0,0,0,0,0,0,0,0,49,0
55.0,9,0,0,0,0,0,0,0,0,57,0
55.0,10,0,0,0,0,0,0,0,0,66,0
55.0,11,0,0,0,0,0,0,0,0,68,0
55.0,12,0,0,0,0,0,0,0,0,79,0
55.0,13,0,0,0,0,0,0,0,0,86,1
55.0,14,0,0,0,0,0,0,0,0,88,1
55.0,15,0,0,0,0,0,0,0,0,90,1
55.0,16,0,0,0,0,0,0,0,0,92,1
55.0,17,0,0,0,0,0,0,0,0,99,1
56.0,1,0,0,0,0,0,0,0,0,5,0
56.0,2,0,0,0,0,0,0,0,0,15,0
56.0,3,0,0,0,0,0,0,0,0,22,0
56.0,4,0,0,0,0,0,0,0,0,28,0
56.0,5,0,0,0,0,0,0,0,0,32,0
56.0,6,0,0,0,0,0,0,0,0,36,0
56.0,7,0,0,0,0,0,0,0,0,39,0
56.0,8,0,0,0,0,0,0,0,0,49,0
56.0,9,0,0,0,0,0,0,0,0,57,0
56.0,10,0,0,0,0,0,0,0,0,66,0
56.0,11,0,0,0,0,0,0,0,0,68,0
56.0,12,0,0,0,0,0,0,0,0,79,0
56.0,13,0,0,0,0,0,0,0,0,86,1
56.0,14,0,0,0,0,0,0,0,0,88,1
56.0,15,0,0,0,0,0,0,0,0,90,1
56.0,16,0,0,0,0,0,0,0,0,92,1
56.0,17,0,0,0,0,0,0,0,0,99,1
57.0,1,0,0,0,0,0,0,0,0,5,0
57.0,2,0,0,0,0,0,0,0,0,15,0
57.0,3,0,0,0,0,0,0,0,0,22,0
57.0,4,0,0,0,0,0,0,0,0,28,0
57.0,5,0,0,0,0,0,0,0,0,32,0
57.0,6,0,0,0,0,0,0,0,0,36,0
57.0,7,0,0,0,0,0,0,0,0,39,0
57.0,8,0,0,0,0,0,0,0,0,49,0
57.0,9,0,0,0,0,0,0,0,0,57,0
57.0,10,0,0,0,0,0,0,0,0,66,0
57.0,11,0,0,0,0,0,0,0,0,68,0
57.0,12,0,0,0,0,0,0,0,0,79,0
57.0,13,0,0,0,0,0,0,0,0,86,1
57.0,14,0,0,0,0,0,0,0,0,88,1
57.0,15,0,0,0,0,0,0,0,0,90,1
57.0,16,0,0,0,0,0,0,0,0,92,1
57.0,17,0,0,0,0,0,0,0,0,99,1
58.0,1,0,0,0,0,0,0,0,0,5,0
58.0,2,0,0,0,0,0,0,0,0,15,0
58.0,3,0,0,0,0,0,0,0,0,22,0
58.0,4,0,0,0,0,0,0,0,0,28,0
58.0,5,0,0,0,0,0,0,0,0,32,0
58.0,6,0,0,0,0,0,0,0,0,36,0
58.0,7,0,0,0,0,0,0,0,0,39,0
58.0,8,0,0,0,0,0,0,0,0,49,0
58.0,9,0,0,0,0,0,0,0,0,57,0
58.0,10,0,0,0,0,0,0,0,0,66,0
58.0,11,0,0,0,0,0,0,0,0,68,0
58.0,12,0,0,0,0,0,0,0,0,79,0
58.0,13,0,0,0,0,0,0,0,0,86,1
58.0,14,0,0,0,0,0,0,0,0,88,1
58.0,15,0,0,0,0,0,0,0,0,90,1
58.0,16,0,0,0,0,0,0,0,0,92,1
58.0,17,0,0,0,0,0,0,0,0,99,1
59.0,1,0,0,0,0,0,0,0,0,5,0
59.0,2,0,0,0,0,0,0,0,0,15,0
59.0,3,0,0,0,0,0,0,0,0,22,0
59.0,4,0,0,0,0,0,0,0,0,28,0
59.0,5,0,0,0,0,0,0,0,0,32,0
59.0,6,0,0,0,0,0,0,0,0,36,0
59.0,7,0,0,0,0,0,0,0,0,39,0
59.0,8,0,0,0,0,0,0,0,0,49,0
59.0,9,0,0,0,0,0,0,0,0,57,0
59.0,10,0,0,0,0,0,0,0,0,66,0
59.0,11,0,0,0,0,0,0,0,0,68,0
59.0,12,0,0,0,0,0,0,0,0,79,0
59.0,13,0,0,0,0,0,0,0,0,86,1
59.0,14,0,0,0,0,0,0,0,0,88,1
59.0,15,0,0,0,0,0,0,0,0,90,1
59.0,16,0,0,0,0,0,0,0,0,92,1
59.0,17,0,0,0,0,0,0,0,0,99,1
60.0,1,0,0,0,0,0,0,0,0,5,0
60.0,2,0,0,0,0,0,0,0,0,15,0
60.0,3,0,0,0,0,0,0,0,0,22,0
60.0,4,0,0,0,0,0,0,0,0,28,0
60.0,5,0,0,0,0,0,0,0,0,32,0
60.0,6,0,0,0,0,0,0,0,0,36,0
60.0,7,0,0,0,0,0,0,0,0,39,0
60.0,8,0,0,0,0,0,0,0,0,49,0
60.0,9,0,0,0,0,0,0,0,0,57,0
60.0,10,0,0,0,0,0,0,0,0,66,0
60.0,11,0,0,0,0,0,0,0,0,68,0
60.0,12,0,0,0,0,0,0,0,0,79,0
60.0,13,0,0,0,0,0,0,0,0,86,1
60.0,14,0,0,0,0,0,0,0,0,88,1
60.0,15,0,0,0,0,0,0,0,0,90,1
60.0,16,0,0,0,0,0,0,0,0,92,1
60.0,17,0,0,0,0,0,0,0,0,99,1
